,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
33,AP ARQ. LOPEZ OTERO,78922,2018-01-02 10:00,3,0,0,3,3,3.1A,618.58
34,AP ARQ. LOPEZ OTERO,78922,2018-01-02 11:00,3,0,0,3,3,3.1A,618.58
35,AP ARQ. LOPEZ OTERO,78922,2018-01-02 12:00,3,0,0,3,3,3.1A,618.58
36,AP ARQ. LOPEZ OTERO,78922,2018-01-02 13:00,3,0,0,3,3,3.1A,618.58
37,AP ARQ. LOPEZ OTERO,78922,2018-01-02 14:00,3,0,0,3,3,3.1A,618.58
38,AP ARQ. LOPEZ OTERO,78922,2018-01-02 15:00,3,0,0,3,3,3.1A,618.58
39,AP ARQ. LOPEZ OTERO,78922,2018-01-02 16:00,3,0,0,3,3,3.1A,618.58
40,AP ARQ. LOPEZ OTERO,78922,2018-01-02 17:00,2,0,0,2,2,3.1A,618.58
41,AP ARQ. LOPEZ OTERO,78922,2018-01-02 18:00,7,0,0,7,7,3.1A,618.58
42,AP ARQ. LOPEZ OTERO,78922,2018-01-02 19:00,8,0,0,8,8,3.1A,618.58
43,AP ARQ. LOPEZ OTERO,78922,2018-01-02 20:00,8,0,0,8,8,3.1A,618.58
44,AP ARQ. LOPEZ OTERO,78922,2018-01-02 21:00,8,0,0,8,8,3.1A,618.58
45,AP ARQ. LOPEZ OTERO,78922,2018-01-02 22:00,8,0,0,8,8,3.1A,618.58
46,AP ARQ. LOPEZ OTERO,78922,2018-01-02 23:00,8,0,0,8,8,3.1A,618.58
47,AP ARQ. LOPEZ OTERO,78922,2018-01-03 00:00,3,0,0,3,3,3.1A,618.58
48,AP ARQ. LOPEZ OTERO,78922,2018-01-03 01:00,9,0,0,9,9,3.1A,618.58
49,AP ARQ. LOPEZ OTERO,78922,2018-01-03 02:00,9,0,0,9,9,3.1A,618.58
50,AP ARQ. LOPEZ OTERO,78922,2018-01-03 03:00,9,0,0,9,9,3.1A,618.58
51,AP ARQ. LOPEZ OTERO,78922,2018-01-03 04:00,9,0,0,9,9,3.1A,618.58
52,AP ARQ. LOPEZ OTERO,78922,2018-01-03 05:00,9,0,0,9,9,3.1A,618.58
53,AP ARQ. LOPEZ OTERO,78922,2018-01-03 06:00,8,0,0,8,8,3.1A,618.58
54,AP ARQ. LOPEZ OTERO,78922,2018-01-03 07:00,8,0,0,8,8,3.1A,618.58
55,AP ARQ. LOPEZ OTERO,78922,2018-01-03 08:00,8,0,0,8,8,3.1A,618.58
56,AP ARQ. LOPEZ OTERO,78922,2018-01-03 09:00,2,0,0,2,2,3.1A,618.58
57,AP ARQ. LOPEZ OTERO,78922,2018-01-03 10:00,3,0,0,3,3,3.1A,618.58
58,AP ARQ. LOPEZ OTERO,78922,2018-01-03 11:00,2,0,0,2,2,3.1A,618.58
59,AP ARQ. LOPEZ OTERO,78922,2018-01-03 12:00,3,0,0,3,3,3.1A,618.58
60,AP ARQ. LOPEZ OTERO,78922,2018-01-03 13:00,3,0,0,3,3,3.1A,618.58
61,AP ARQ. LOPEZ OTERO,78922,2018-01-03 14:00,3,0,0,3,3,3.1A,618.58
62,AP ARQ. LOPEZ OTERO,78922,2018-01-03 15:00,3,0,0,3,3,3.1A,618.58
63,AP ARQ. LOPEZ OTERO,78922,2018-01-03 16:00,3,0,0,3,3,3.1A,618.58
64,AP ARQ. LOPEZ OTERO,78922,2018-01-03 17:00,3,0,0,3,3,3.1A,618.58
65,AP ARQ. LOPEZ OTERO,78922,2018-01-03 18:00,9,0,0,9,9,3.1A,618.58
66,AP ARQ. LOPEZ OTERO,78922,2018-01-03 19:00,9,0,0,9,9,3.1A,618.58
67,AP ARQ. LOPEZ OTERO,78922,2018-01-03 20:00,9,0,0,9,9,3.1A,618.58
68,AP ARQ. LOPEZ OTERO,78922,2018-01-03 21:00,9,0,0,9,9,3.1A,618.58
69,AP ARQ. LOPEZ OTERO,78922,2018-01-03 22:00,8,0,0,8,8,3.1A,618.58
70,AP ARQ. LOPEZ OTERO,78922,2018-01-03 23:00,9,0,0,9,9,3.1A,618.58
71,AP ARQ. LOPEZ OTERO,78922,2018-01-04 00:00,3,0,0,3,3,3.1A,618.58
72,AP ARQ. LOPEZ OTERO,78922,2018-01-04 01:00,8,0,0,8,8,3.1A,618.58
73,AP ARQ. LOPEZ OTERO,78922,2018-01-04 02:00,8,0,0,8,8,3.1A,618.58
74,AP ARQ. LOPEZ OTERO,78922,2018-01-04 03:00,9,0,0,9,9,3.1A,618.58
75,AP ARQ. LOPEZ OTERO,78922,2018-01-04 04:00,8,0,0,8,8,3.1A,618.58
76,AP ARQ. LOPEZ OTERO,78922,2018-01-04 05:00,9,0,0,9,9,3.1A,618.58
77,AP ARQ. LOPEZ OTERO,78922,2018-01-04 06:00,9,0,0,9,9,3.1A,618.58
78,AP ARQ. LOPEZ OTERO,78922,2018-01-04 07:00,8,0,0,8,8,3.1A,618.58
79,AP ARQ. LOPEZ OTERO,78922,2018-01-04 08:00,8,0,0,8,8,3.1A,618.58
80,AP ARQ. LOPEZ OTERO,78922,2018-01-04 09:00,2,0,0,2,2,3.1A,618.58
81,AP ARQ. LOPEZ OTERO,78922,2018-01-04 10:00,2,0,0,2,2,3.1A,618.58
82,AP ARQ. LOPEZ OTERO,78922,2018-01-04 11:00,2,0,0,2,2,3.1A,618.58
83,AP ARQ. LOPEZ OTERO,78922,2018-01-04 12:00,2,0,0,2,2,3.1A,618.58
84,AP ARQ. LOPEZ OTERO,78922,2018-01-04 13:00,2,0,0,2,2,3.1A,618.58
85,AP ARQ. LOPEZ OTERO,78922,2018-01-04 14:00,4,0,0,4,4,3.1A,618.58
86,AP ARQ. LOPEZ OTERO,78922,2018-01-04 15:00,4,0,0,4,4,3.1A,618.58
87,AP ARQ. LOPEZ OTERO,78922,2018-01-04 16:00,4,0,0,4,4,3.1A,618.58
88,AP ARQ. LOPEZ OTERO,78922,2018-01-04 17:00,3,0,0,3,3,3.1A,618.58
89,AP ARQ. LOPEZ OTERO,78922,2018-01-04 18:00,8,0,0,8,8,3.1A,618.58
90,AP ARQ. LOPEZ OTERO,78922,2018-01-04 19:00,8,0,0,8,8,3.1A,618.58
91,AP ARQ. LOPEZ OTERO,78922,2018-01-04 20:00,9,0,0,9,9,3.1A,618.58
92,AP ARQ. LOPEZ OTERO,78922,2018-01-04 21:00,9,0,0,9,9,3.1A,618.58
93,AP ARQ. LOPEZ OTERO,78922,2018-01-04 22:00,9,0,0,9,9,3.1A,618.58
94,AP ARQ. LOPEZ OTERO,78922,2018-01-04 23:00,9,0,0,9,9,3.1A,618.58
95,AP ARQ. LOPEZ OTERO,78922,2018-01-05 00:00,4,0,0,4,4,3.1A,618.58
96,AP ARQ. LOPEZ OTERO,78922,2018-01-05 01:00,8,0,0,8,8,3.1A,618.58
97,AP ARQ. LOPEZ OTERO,78922,2018-01-05 02:00,8,0,0,8,8,3.1A,618.58
98,AP ARQ. LOPEZ OTERO,78922,2018-01-05 03:00,8,0,0,8,8,3.1A,618.58
99,AP ARQ. LOPEZ OTERO,78922,2018-01-05 04:00,8,0,0,8,8,3.1A,618.58
100,AP ARQ. LOPEZ OTERO,78922,2018-01-05 05:00,8,0,0,8,8,3.1A,618.58
101,AP ARQ. LOPEZ OTERO,78922,2018-01-05 06:00,8,0,0,8,8,3.1A,618.58
102,AP ARQ. LOPEZ OTERO,78922,2018-01-05 07:00,9,0,0,9,9,3.1A,618.58
103,AP ARQ. LOPEZ OTERO,78922,2018-01-05 08:00,8,0,0,8,8,3.1A,618.58
104,AP ARQ. LOPEZ OTERO,78922,2018-01-05 09:00,3,0,0,3,3,3.1A,618.58
105,AP ARQ. LOPEZ OTERO,78922,2018-01-05 10:00,4,0,0,4,4,3.1A,618.58
106,AP ARQ. LOPEZ OTERO,78922,2018-01-05 11:00,3,0,0,3,3,3.1A,618.58
107,AP ARQ. LOPEZ OTERO,78922,2018-01-05 12:00,3,0,0,3,3,3.1A,618.58
108,AP ARQ. LOPEZ OTERO,78922,2018-01-05 13:00,3,0,0,3,3,3.1A,618.58
109,AP ARQ. LOPEZ OTERO,78922,2018-01-05 14:00,4,0,0,4,4,3.1A,618.58
110,AP ARQ. LOPEZ OTERO,78922,2018-01-05 15:00,4,0,0,4,4,3.1A,618.58
111,AP ARQ. LOPEZ OTERO,78922,2018-01-05 16:00,4,0,0,4,4,3.1A,618.58
112,AP ARQ. LOPEZ OTERO,78922,2018-01-05 17:00,4,0,0,4,4,3.1A,618.58
113,AP ARQ. LOPEZ OTERO,78922,2018-01-05 18:00,8,0,0,8,8,3.1A,618.58
114,AP ARQ. LOPEZ OTERO,78922,2018-01-05 19:00,9,0,0,9,9,3.1A,618.58
115,AP ARQ. LOPEZ OTERO,78922,2018-01-05 20:00,9,0,0,9,9,3.1A,618.58
116,AP ARQ. LOPEZ OTERO,78922,2018-01-05 21:00,9,0,0,9,9,3.1A,618.58
117,AP ARQ. LOPEZ OTERO,78922,2018-01-05 22:00,9,0,0,9,9,3.1A,618.58
118,AP ARQ. LOPEZ OTERO,78922,2018-01-05 23:00,8,0,0,8,8,3.1A,618.58
119,AP ARQ. LOPEZ OTERO,78922,2018-01-06 00:00,4,0,0,4,4,3.1A,618.58
120,AP ARQ. LOPEZ OTERO,78922,2018-01-06 01:00,9,0,0,9,9,3.1A,618.58
121,AP ARQ. LOPEZ OTERO,78922,2018-01-06 02:00,9,0,0,9,9,3.1A,618.58
122,AP ARQ. LOPEZ OTERO,78922,2018-01-06 03:00,9,0,0,9,9,3.1A,618.58
123,AP ARQ. LOPEZ OTERO,78922,2018-01-06 04:00,9,0,0,9,9,3.1A,618.58
124,AP ARQ. LOPEZ OTERO,78922,2018-01-06 05:00,9,0,0,9,9,3.1A,618.58
125,AP ARQ. LOPEZ OTERO,78922,2018-01-06 06:00,9,0,0,9,9,3.1A,618.58
126,AP ARQ. LOPEZ OTERO,78922,2018-01-06 07:00,8,0,0,8,8,3.1A,618.58
127,AP ARQ. LOPEZ OTERO,78922,2018-01-06 08:00,8,0,0,8,8,3.1A,618.58
128,AP ARQ. LOPEZ OTERO,78922,2018-01-06 09:00,8,0,0,8,8,3.1A,618.58
129,AP ARQ. LOPEZ OTERO,78922,2018-01-06 10:00,8,0,0,8,8,3.1A,618.58
130,AP ARQ. LOPEZ OTERO,78922,2018-01-06 11:00,9,0,0,9,9,3.1A,618.58
131,AP ARQ. LOPEZ OTERO,78922,2018-01-06 12:00,8,0,0,8,8,3.1A,618.58
132,AP ARQ. LOPEZ OTERO,78922,2018-01-06 13:00,8,0,0,8,8,3.1A,618.58
133,AP ARQ. LOPEZ OTERO,78922,2018-01-06 14:00,8,0,0,8,8,3.1A,618.58
134,AP ARQ. LOPEZ OTERO,78922,2018-01-06 15:00,9,0,0,9,9,3.1A,618.58
135,AP ARQ. LOPEZ OTERO,78922,2018-01-06 16:00,8,0,0,8,8,3.1A,618.58
136,AP ARQ. LOPEZ OTERO,78922,2018-01-06 17:00,8,0,0,8,8,3.1A,618.58
137,AP ARQ. LOPEZ OTERO,78922,2018-01-06 18:00,8,0,0,8,8,3.1A,618.58
138,AP ARQ. LOPEZ OTERO,78922,2018-01-06 19:00,4,0,0,4,4,3.1A,618.58
139,AP ARQ. LOPEZ OTERO,78922,2018-01-06 20:00,4,0,0,4,4,3.1A,618.58
140,AP ARQ. LOPEZ OTERO,78922,2018-01-06 21:00,4,0,0,4,4,3.1A,618.58
141,AP ARQ. LOPEZ OTERO,78922,2018-01-06 22:00,4,0,0,4,4,3.1A,618.58
142,AP ARQ. LOPEZ OTERO,78922,2018-01-06 23:00,3,0,0,3,3,3.1A,618.58
143,AP ARQ. LOPEZ OTERO,78922,2018-01-07 00:00,4,0,0,4,4,3.1A,618.58
144,AP ARQ. LOPEZ OTERO,78922,2018-01-07 01:00,9,0,0,9,9,3.1A,618.58
145,AP ARQ. LOPEZ OTERO,78922,2018-01-07 02:00,9,0,0,9,9,3.1A,618.58
146,AP ARQ. LOPEZ OTERO,78922,2018-01-07 03:00,9,0,0,9,9,3.1A,618.58
147,AP ARQ. LOPEZ OTERO,78922,2018-01-07 04:00,9,0,0,9,9,3.1A,618.58
148,AP ARQ. LOPEZ OTERO,78922,2018-01-07 05:00,9,0,0,9,9,3.1A,618.58
149,AP ARQ. LOPEZ OTERO,78922,2018-01-07 06:00,9,0,0,9,9,3.1A,618.58
150,AP ARQ. LOPEZ OTERO,78922,2018-01-07 07:00,8,0,0,8,8,3.1A,618.58
151,AP ARQ. LOPEZ OTERO,78922,2018-01-07 08:00,8,0,0,8,8,3.1A,618.58
152,AP ARQ. LOPEZ OTERO,78922,2018-01-07 09:00,8,0,0,8,8,3.1A,618.58
153,AP ARQ. LOPEZ OTERO,78922,2018-01-07 10:00,8,0,0,8,8,3.1A,618.58
154,AP ARQ. LOPEZ OTERO,78922,2018-01-07 11:00,9,0,0,9,9,3.1A,618.58
155,AP ARQ. LOPEZ OTERO,78922,2018-01-07 12:00,8,0,0,8,8,3.1A,618.58
156,AP ARQ. LOPEZ OTERO,78922,2018-01-07 13:00,8,0,0,8,8,3.1A,618.58
157,AP ARQ. LOPEZ OTERO,78922,2018-01-07 14:00,8,0,0,8,8,3.1A,618.58
158,AP ARQ. LOPEZ OTERO,78922,2018-01-07 15:00,9,0,0,9,9,3.1A,618.58
159,AP ARQ. LOPEZ OTERO,78922,2018-01-07 16:00,8,0,0,8,8,3.1A,618.58
160,AP ARQ. LOPEZ OTERO,78922,2018-01-07 17:00,8,0,0,8,8,3.1A,618.58
161,AP ARQ. LOPEZ OTERO,78922,2018-01-07 18:00,8,0,0,8,8,3.1A,618.58
162,AP ARQ. LOPEZ OTERO,78922,2018-01-07 19:00,4,0,0,4,4,3.1A,618.58
163,AP ARQ. LOPEZ OTERO,78922,2018-01-07 20:00,4,0,0,4,4,3.1A,618.58
164,AP ARQ. LOPEZ OTERO,78922,2018-01-07 21:00,4,0,0,4,4,3.1A,618.58
165,AP ARQ. LOPEZ OTERO,78922,2018-01-07 22:00,4,0,0,4,4,3.1A,618.58
166,AP ARQ. LOPEZ OTERO,78922,2018-01-07 23:00,3,0,0,3,3,3.1A,618.58
167,AP ARQ. LOPEZ OTERO,78922,2018-01-08 00:00,4,0,0,4,4,3.1A,618.58
168,AP ARQ. LOPEZ OTERO,78922,2018-01-08 01:00,7,0,0,7,7,3.1A,618.58
169,AP ARQ. LOPEZ OTERO,78922,2018-01-08 02:00,8,0,0,8,8,3.1A,618.58
170,AP ARQ. LOPEZ OTERO,78922,2018-01-08 03:00,8,0,0,8,8,3.1A,618.58
171,AP ARQ. LOPEZ OTERO,78922,2018-01-08 04:00,9,0,0,9,9,3.1A,618.58
172,AP ARQ. LOPEZ OTERO,78922,2018-01-08 05:00,8,0,0,8,8,3.1A,618.58
173,AP ARQ. LOPEZ OTERO,78922,2018-01-08 06:00,8,0,0,8,8,3.1A,618.58
174,AP ARQ. LOPEZ OTERO,78922,2018-01-08 07:00,8,0,0,8,8,3.1A,618.58
175,AP ARQ. LOPEZ OTERO,78922,2018-01-08 08:00,8,0,0,8,8,3.1A,618.58
176,AP ARQ. LOPEZ OTERO,78922,2018-01-08 09:00,3,0,0,3,3,3.1A,618.58
177,AP ARQ. LOPEZ OTERO,78922,2018-01-08 10:00,3,0,0,3,3,3.1A,618.58
178,AP ARQ. LOPEZ OTERO,78922,2018-01-08 11:00,3,0,0,3,3,3.1A,618.58
179,AP ARQ. LOPEZ OTERO,78922,2018-01-08 12:00,3,0,0,3,3,3.1A,618.58
180,AP ARQ. LOPEZ OTERO,78922,2018-01-08 13:00,3,0,0,3,3,3.1A,618.58
181,AP ARQ. LOPEZ OTERO,78922,2018-01-08 14:00,4,0,0,4,4,3.1A,618.58
182,AP ARQ. LOPEZ OTERO,78922,2018-01-08 15:00,3,0,0,3,3,3.1A,618.58
183,AP ARQ. LOPEZ OTERO,78922,2018-01-08 16:00,3,0,0,3,3,3.1A,618.58
184,AP ARQ. LOPEZ OTERO,78922,2018-01-08 17:00,3,0,0,3,3,3.1A,618.58
185,AP ARQ. LOPEZ OTERO,78922,2018-01-08 18:00,8,0,0,8,8,3.1A,618.58
186,AP ARQ. LOPEZ OTERO,78922,2018-01-08 19:00,8,0,0,8,8,3.1A,618.58
187,AP ARQ. LOPEZ OTERO,78922,2018-01-08 20:00,8,0,0,8,8,3.1A,618.58
188,AP ARQ. LOPEZ OTERO,78922,2018-01-08 21:00,9,0,0,9,9,3.1A,618.58
189,AP ARQ. LOPEZ OTERO,78922,2018-01-08 22:00,9,0,0,9,9,3.1A,618.58
190,AP ARQ. LOPEZ OTERO,78922,2018-01-08 23:00,8,0,0,8,8,3.1A,618.58
191,AP ARQ. LOPEZ OTERO,78922,2018-01-09 00:00,3,0,0,3,3,3.1A,618.58
192,AP ARQ. LOPEZ OTERO,78922,2018-01-09 01:00,9,0,0,9,9,3.1A,618.58
193,AP ARQ. LOPEZ OTERO,78922,2018-01-09 02:00,9,0,0,9,9,3.1A,618.58
194,AP ARQ. LOPEZ OTERO,78922,2018-01-09 03:00,8,0,0,8,8,3.1A,618.58
195,AP ARQ. LOPEZ OTERO,78922,2018-01-09 04:00,8,0,0,8,8,3.1A,618.58
196,AP ARQ. LOPEZ OTERO,78922,2018-01-09 05:00,9,0,0,9,9,3.1A,618.58
197,AP ARQ. LOPEZ OTERO,78922,2018-01-09 06:00,9,0,0,9,9,3.1A,618.58
198,AP ARQ. LOPEZ OTERO,78922,2018-01-09 07:00,8,0,0,8,8,3.1A,618.58
199,AP ARQ. LOPEZ OTERO,78922,2018-01-09 08:00,8,0,0,8,8,3.1A,618.58
200,AP ARQ. LOPEZ OTERO,78922,2018-01-09 09:00,4,0,0,4,4,3.1A,618.58
201,AP ARQ. LOPEZ OTERO,78922,2018-01-09 10:00,4,0,0,4,4,3.1A,618.58
202,AP ARQ. LOPEZ OTERO,78922,2018-01-09 11:00,4,0,0,4,4,3.1A,618.58
203,AP ARQ. LOPEZ OTERO,78922,2018-01-09 12:00,4,0,0,4,4,3.1A,618.58
204,AP ARQ. LOPEZ OTERO,78922,2018-01-09 13:00,4,0,0,4,4,3.1A,618.58
205,AP ARQ. LOPEZ OTERO,78922,2018-01-09 14:00,4,0,0,4,4,3.1A,618.58
206,AP ARQ. LOPEZ OTERO,78922,2018-01-09 15:00,4,0,0,4,4,3.1A,618.58
207,AP ARQ. LOPEZ OTERO,78922,2018-01-09 16:00,4,0,0,4,4,3.1A,618.58
208,AP ARQ. LOPEZ OTERO,78922,2018-01-09 17:00,3,0,0,3,3,3.1A,618.58
209,AP ARQ. LOPEZ OTERO,78922,2018-01-09 18:00,8,0,0,8,8,3.1A,618.58
210,AP ARQ. LOPEZ OTERO,78922,2018-01-09 19:00,9,0,0,9,9,3.1A,618.58
211,AP ARQ. LOPEZ OTERO,78922,2018-01-09 20:00,9,0,0,9,9,3.1A,618.58
212,AP ARQ. LOPEZ OTERO,78922,2018-01-09 21:00,9,0,0,9,9,3.1A,618.58
213,AP ARQ. LOPEZ OTERO,78922,2018-01-09 22:00,9,0,0,9,9,3.1A,618.58
214,AP ARQ. LOPEZ OTERO,78922,2018-01-09 23:00,9,0,0,9,9,3.1A,618.58
215,AP ARQ. LOPEZ OTERO,78922,2018-01-10 00:00,4,0,0,4,4,3.1A,618.58
216,AP ARQ. LOPEZ OTERO,78922,2018-01-10 01:00,9,0,0,9,9,3.1A,618.58
217,AP ARQ. LOPEZ OTERO,78922,2018-01-10 02:00,9,0,0,9,9,3.1A,618.58
218,AP ARQ. LOPEZ OTERO,78922,2018-01-10 03:00,9,0,0,9,9,3.1A,618.58
219,AP ARQ. LOPEZ OTERO,78922,2018-01-10 04:00,9,0,0,9,9,3.1A,618.58
220,AP ARQ. LOPEZ OTERO,78922,2018-01-10 05:00,9,0,0,9,9,3.1A,618.58
221,AP ARQ. LOPEZ OTERO,78922,2018-01-10 06:00,8,0,0,8,8,3.1A,618.58
222,AP ARQ. LOPEZ OTERO,78922,2018-01-10 07:00,8,0,0,8,8,3.1A,618.58
223,AP ARQ. LOPEZ OTERO,78922,2018-01-10 08:00,8,0,0,8,8,3.1A,618.58
224,AP ARQ. LOPEZ OTERO,78922,2018-01-10 09:00,3,0,0,3,3,3.1A,618.58
225,AP ARQ. LOPEZ OTERO,78922,2018-01-10 10:00,4,0,0,4,4,3.1A,618.58
226,AP ARQ. LOPEZ OTERO,78922,2018-01-10 11:00,3,0,0,3,3,3.1A,618.58
227,AP ARQ. LOPEZ OTERO,78922,2018-01-10 12:00,4,0,0,4,4,3.1A,618.58
228,AP ARQ. LOPEZ OTERO,78922,2018-01-10 13:00,4,0,0,4,4,3.1A,618.58
229,AP ARQ. LOPEZ OTERO,78922,2018-01-10 14:00,4,0,0,4,4,3.1A,618.58
230,AP ARQ. LOPEZ OTERO,78922,2018-01-10 15:00,4,0,0,4,4,3.1A,618.58
231,AP ARQ. LOPEZ OTERO,78922,2018-01-10 16:00,4,0,0,4,4,3.1A,618.58
232,AP ARQ. LOPEZ OTERO,78922,2018-01-10 17:00,4,0,0,4,4,3.1A,618.58
233,AP ARQ. LOPEZ OTERO,78922,2018-01-10 18:00,9,0,0,9,9,3.1A,618.58
234,AP ARQ. LOPEZ OTERO,78922,2018-01-10 19:00,9,0,0,9,9,3.1A,618.58
235,AP ARQ. LOPEZ OTERO,78922,2018-01-10 20:00,9,0,0,9,9,3.1A,618.58
236,AP ARQ. LOPEZ OTERO,78922,2018-01-10 21:00,9,0,0,9,9,3.1A,618.58
237,AP ARQ. LOPEZ OTERO,78922,2018-01-10 22:00,8,0,0,8,8,3.1A,618.58
238,AP ARQ. LOPEZ OTERO,78922,2018-01-10 23:00,9,0,0,9,9,3.1A,618.58
239,AP ARQ. LOPEZ OTERO,78922,2018-01-11 00:00,4,0,0,4,4,3.1A,618.58
240,AP ARQ. LOPEZ OTERO,78922,2018-01-11 01:00,8,0,0,8,8,3.1A,618.58
241,AP ARQ. LOPEZ OTERO,78922,2018-01-11 02:00,8,0,0,8,8,3.1A,618.58
242,AP ARQ. LOPEZ OTERO,78922,2018-01-11 03:00,9,0,0,9,9,3.1A,618.58
243,AP ARQ. LOPEZ OTERO,78922,2018-01-11 04:00,8,0,0,8,8,3.1A,618.58
244,AP ARQ. LOPEZ OTERO,78922,2018-01-11 05:00,9,0,0,9,9,3.1A,618.58
245,AP ARQ. LOPEZ OTERO,78922,2018-01-11 06:00,9,0,0,9,9,3.1A,618.58
246,AP ARQ. LOPEZ OTERO,78922,2018-01-11 07:00,8,0,0,8,8,3.1A,618.58
247,AP ARQ. LOPEZ OTERO,78922,2018-01-11 08:00,8,0,0,8,8,3.1A,618.58
248,AP ARQ. LOPEZ OTERO,78922,2018-01-11 09:00,3,0,0,3,3,3.1A,618.58
249,AP ARQ. LOPEZ OTERO,78922,2018-01-11 10:00,3,0,0,3,3,3.1A,618.58
250,AP ARQ. LOPEZ OTERO,78922,2018-01-11 11:00,3,0,0,3,3,3.1A,618.58
251,AP ARQ. LOPEZ OTERO,78922,2018-01-11 12:00,3,0,0,3,3,3.1A,618.58
252,AP ARQ. LOPEZ OTERO,78922,2018-01-11 13:00,3,0,0,3,3,3.1A,618.58
253,AP ARQ. LOPEZ OTERO,78922,2018-01-11 14:00,4,0,0,4,4,3.1A,618.58
254,AP ARQ. LOPEZ OTERO,78922,2018-01-11 15:00,4,0,0,4,4,3.1A,618.58
255,AP ARQ. LOPEZ OTERO,78922,2018-01-11 16:00,4,0,0,4,4,3.1A,618.58
256,AP ARQ. LOPEZ OTERO,78922,2018-01-11 17:00,3,0,0,3,3,3.1A,618.58
257,AP ARQ. LOPEZ OTERO,78922,2018-01-11 18:00,8,0,0,8,8,3.1A,618.58
258,AP ARQ. LOPEZ OTERO,78922,2018-01-11 19:00,8,0,0,8,8,3.1A,618.58
259,AP ARQ. LOPEZ OTERO,78922,2018-01-11 20:00,9,0,0,9,9,3.1A,618.58
260,AP ARQ. LOPEZ OTERO,78922,2018-01-11 21:00,9,0,0,9,9,3.1A,618.58
261,AP ARQ. LOPEZ OTERO,78922,2018-01-11 22:00,9,0,0,9,9,3.1A,618.58
