,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
8791,AP ARQ. LOPEZ OTERO,78922,2019-01-02 08:00,9,0,0,9,9,3.1A,772.38
8792,AP ARQ. LOPEZ OTERO,78922,2019-01-02 09:00,5,0,0,5,5,3.1A,772.38
8793,AP ARQ. LOPEZ OTERO,78922,2019-01-02 10:00,5,0,0,5,5,3.1A,772.38
8794,AP ARQ. LOPEZ OTERO,78922,2019-01-02 11:00,5,0,0,5,5,3.1A,772.38
8795,AP ARQ. LOPEZ OTERO,78922,2019-01-02 12:00,5,0,0,5,5,3.1A,772.38
8796,AP ARQ. LOPEZ OTERO,78922,2019-01-02 13:00,5,0,0,5,5,3.1A,772.38
8797,AP ARQ. LOPEZ OTERO,78922,2019-01-02 14:00,5,0,0,5,5,3.1A,772.38
8798,AP ARQ. LOPEZ OTERO,78922,2019-01-02 15:00,5,0,0,5,5,3.1A,772.38
8799,AP ARQ. LOPEZ OTERO,78922,2019-01-02 16:00,5,0,0,5,5,3.1A,772.38
8800,AP ARQ. LOPEZ OTERO,78922,2019-01-02 17:00,5,0,0,5,5,3.1A,772.38
8801,AP ARQ. LOPEZ OTERO,78922,2019-01-02 18:00,9,0,0,9,9,3.1A,772.38
8802,AP ARQ. LOPEZ OTERO,78922,2019-01-02 19:00,9,0,0,9,9,3.1A,772.38
8803,AP ARQ. LOPEZ OTERO,78922,2019-01-02 20:00,9,0,0,9,9,3.1A,772.38
8804,AP ARQ. LOPEZ OTERO,78922,2019-01-02 21:00,9,0,0,9,9,3.1A,772.38
8805,AP ARQ. LOPEZ OTERO,78922,2019-01-02 22:00,8,0,0,8,8,3.1A,772.38
8806,AP ARQ. LOPEZ OTERO,78922,2019-01-02 23:00,8,0,0,8,8,3.1A,772.38
8807,AP ARQ. LOPEZ OTERO,78922,2019-01-03 00:00,5,0,0,5,5,3.1A,772.38
8808,AP ARQ. LOPEZ OTERO,78922,2019-01-03 01:00,9,0,0,9,9,3.1A,772.38
8809,AP ARQ. LOPEZ OTERO,78922,2019-01-03 02:00,9,0,0,9,9,3.1A,772.38
8810,AP ARQ. LOPEZ OTERO,78922,2019-01-03 03:00,9,0,0,9,9,3.1A,772.38
8811,AP ARQ. LOPEZ OTERO,78922,2019-01-03 04:00,9,0,0,9,9,3.1A,772.38
8812,AP ARQ. LOPEZ OTERO,78922,2019-01-03 05:00,9,0,0,9,9,3.1A,772.38
8813,AP ARQ. LOPEZ OTERO,78922,2019-01-03 06:00,9,0,0,9,9,3.1A,772.38
8814,AP ARQ. LOPEZ OTERO,78922,2019-01-03 07:00,9,0,0,9,9,3.1A,772.38
8815,AP ARQ. LOPEZ OTERO,78922,2019-01-03 08:00,9,0,0,9,9,3.1A,772.38
8816,AP ARQ. LOPEZ OTERO,78922,2019-01-03 09:00,5,0,0,5,5,3.1A,772.38
8817,AP ARQ. LOPEZ OTERO,78922,2019-01-03 10:00,5,0,0,5,5,3.1A,772.38
8818,AP ARQ. LOPEZ OTERO,78922,2019-01-03 11:00,5,0,0,5,5,3.1A,772.38
8819,AP ARQ. LOPEZ OTERO,78922,2019-01-03 12:00,5,0,0,5,5,3.1A,772.38
8820,AP ARQ. LOPEZ OTERO,78922,2019-01-03 13:00,5,0,0,5,5,3.1A,772.38
8821,AP ARQ. LOPEZ OTERO,78922,2019-01-03 14:00,5,0,0,5,5,3.1A,772.38
8822,AP ARQ. LOPEZ OTERO,78922,2019-01-03 15:00,5,0,0,5,5,3.1A,772.38
8823,AP ARQ. LOPEZ OTERO,78922,2019-01-03 16:00,5,0,0,5,5,3.1A,772.38
8824,AP ARQ. LOPEZ OTERO,78922,2019-01-03 17:00,5,0,0,5,5,3.1A,772.38
8825,AP ARQ. LOPEZ OTERO,78922,2019-01-03 18:00,8,0,0,8,8,3.1A,772.38
8826,AP ARQ. LOPEZ OTERO,78922,2019-01-03 19:00,8,0,0,8,8,3.1A,772.38
8827,AP ARQ. LOPEZ OTERO,78922,2019-01-03 20:00,9,0,0,9,9,3.1A,772.38
8828,AP ARQ. LOPEZ OTERO,78922,2019-01-03 21:00,10,0,0,10,10,3.1A,772.38
8829,AP ARQ. LOPEZ OTERO,78922,2019-01-03 22:00,9,0,0,9,9,3.1A,772.38
8830,AP ARQ. LOPEZ OTERO,78922,2019-01-03 23:00,10,0,0,10,10,3.1A,772.38
8831,AP ARQ. LOPEZ OTERO,78922,2019-01-04 00:00,5,0,0,5,5,3.1A,772.38
8832,AP ARQ. LOPEZ OTERO,78922,2019-01-04 01:00,9,0,0,9,9,3.1A,772.38
8833,AP ARQ. LOPEZ OTERO,78922,2019-01-04 02:00,9,0,0,9,9,3.1A,772.38
8834,AP ARQ. LOPEZ OTERO,78922,2019-01-04 03:00,9,0,0,9,9,3.1A,772.38
8835,AP ARQ. LOPEZ OTERO,78922,2019-01-04 04:00,9,0,0,9,9,3.1A,772.38
8836,AP ARQ. LOPEZ OTERO,78922,2019-01-04 05:00,9,0,0,9,9,3.1A,772.38
8837,AP ARQ. LOPEZ OTERO,78922,2019-01-04 06:00,9,0,0,9,9,3.1A,772.38
8838,AP ARQ. LOPEZ OTERO,78922,2019-01-04 07:00,10,0,0,10,10,3.1A,772.38
8839,AP ARQ. LOPEZ OTERO,78922,2019-01-04 08:00,9,0,0,9,9,3.1A,772.38
8840,AP ARQ. LOPEZ OTERO,78922,2019-01-04 09:00,5,0,0,5,5,3.1A,772.38
8841,AP ARQ. LOPEZ OTERO,78922,2019-01-04 10:00,5,0,0,5,5,3.1A,772.38
8842,AP ARQ. LOPEZ OTERO,78922,2019-01-04 11:00,5,0,0,5,5,3.1A,772.38
8843,AP ARQ. LOPEZ OTERO,78922,2019-01-04 12:00,5,0,0,5,5,3.1A,772.38
8844,AP ARQ. LOPEZ OTERO,78922,2019-01-04 13:00,5,0,0,5,5,3.1A,772.38
8845,AP ARQ. LOPEZ OTERO,78922,2019-01-04 14:00,5,0,0,5,5,3.1A,772.38
8846,AP ARQ. LOPEZ OTERO,78922,2019-01-04 15:00,5,0,0,5,5,3.1A,772.38
8847,AP ARQ. LOPEZ OTERO,78922,2019-01-04 16:00,5,0,0,5,5,3.1A,772.38
8848,AP ARQ. LOPEZ OTERO,78922,2019-01-04 17:00,5,0,0,5,5,3.1A,772.38
8849,AP ARQ. LOPEZ OTERO,78922,2019-01-04 18:00,9,0,0,9,9,3.1A,772.38
8850,AP ARQ. LOPEZ OTERO,78922,2019-01-04 19:00,10,0,0,10,10,3.1A,772.38
8851,AP ARQ. LOPEZ OTERO,78922,2019-01-04 20:00,10,0,0,10,10,3.1A,772.38
8852,AP ARQ. LOPEZ OTERO,78922,2019-01-04 21:00,10,0,0,10,10,3.1A,772.38
8853,AP ARQ. LOPEZ OTERO,78922,2019-01-04 22:00,10,0,0,10,10,3.1A,772.38
8854,AP ARQ. LOPEZ OTERO,78922,2019-01-04 23:00,9,0,0,9,9,3.1A,772.38
8855,AP ARQ. LOPEZ OTERO,78922,2019-01-05 00:00,5,0,0,5,5,3.1A,772.38
8856,AP ARQ. LOPEZ OTERO,78922,2019-01-05 01:00,9,0,0,9,9,3.1A,772.38
8857,AP ARQ. LOPEZ OTERO,78922,2019-01-05 02:00,9,0,0,9,9,3.1A,772.38
8858,AP ARQ. LOPEZ OTERO,78922,2019-01-05 03:00,9,0,0,9,9,3.1A,772.38
8859,AP ARQ. LOPEZ OTERO,78922,2019-01-05 04:00,9,0,0,9,9,3.1A,772.38
8860,AP ARQ. LOPEZ OTERO,78922,2019-01-05 05:00,9,0,0,9,9,3.1A,772.38
8861,AP ARQ. LOPEZ OTERO,78922,2019-01-05 06:00,9,0,0,9,9,3.1A,772.38
8862,AP ARQ. LOPEZ OTERO,78922,2019-01-05 07:00,10,0,0,10,10,3.1A,772.38
8863,AP ARQ. LOPEZ OTERO,78922,2019-01-05 08:00,9,0,0,9,9,3.1A,772.38
8864,AP ARQ. LOPEZ OTERO,78922,2019-01-05 09:00,9,0,0,9,9,3.1A,772.38
8865,AP ARQ. LOPEZ OTERO,78922,2019-01-05 10:00,9,0,0,9,9,3.1A,772.38
8866,AP ARQ. LOPEZ OTERO,78922,2019-01-05 11:00,9,0,0,9,9,3.1A,772.38
8867,AP ARQ. LOPEZ OTERO,78922,2019-01-05 12:00,9,0,0,9,9,3.1A,772.38
8868,AP ARQ. LOPEZ OTERO,78922,2019-01-05 13:00,9,0,0,9,9,3.1A,772.38
8869,AP ARQ. LOPEZ OTERO,78922,2019-01-05 14:00,10,0,0,10,10,3.1A,772.38
8870,AP ARQ. LOPEZ OTERO,78922,2019-01-05 15:00,9,0,0,9,9,3.1A,772.38
8871,AP ARQ. LOPEZ OTERO,78922,2019-01-05 16:00,10,0,0,10,10,3.1A,772.38
8872,AP ARQ. LOPEZ OTERO,78922,2019-01-05 17:00,10,0,0,10,10,3.1A,772.38
8873,AP ARQ. LOPEZ OTERO,78922,2019-01-05 18:00,9,0,0,9,9,3.1A,772.38
8874,AP ARQ. LOPEZ OTERO,78922,2019-01-05 19:00,5,0,0,5,5,3.1A,772.38
8875,AP ARQ. LOPEZ OTERO,78922,2019-01-05 20:00,5,0,0,5,5,3.1A,772.38
8876,AP ARQ. LOPEZ OTERO,78922,2019-01-05 21:00,5,0,0,5,5,3.1A,772.38
8877,AP ARQ. LOPEZ OTERO,78922,2019-01-05 22:00,5,0,0,5,5,3.1A,772.38
8878,AP ARQ. LOPEZ OTERO,78922,2019-01-05 23:00,5,0,0,5,5,3.1A,772.38
8879,AP ARQ. LOPEZ OTERO,78922,2019-01-06 00:00,5,0,0,5,5,3.1A,772.38
8880,AP ARQ. LOPEZ OTERO,78922,2019-01-06 01:00,10,0,0,10,10,3.1A,772.38
8881,AP ARQ. LOPEZ OTERO,78922,2019-01-06 02:00,10,0,0,10,10,3.1A,772.38
8882,AP ARQ. LOPEZ OTERO,78922,2019-01-06 03:00,10,0,0,10,10,3.1A,772.38
8883,AP ARQ. LOPEZ OTERO,78922,2019-01-06 04:00,9,0,0,9,9,3.1A,772.38
8884,AP ARQ. LOPEZ OTERO,78922,2019-01-06 05:00,10,0,0,10,10,3.1A,772.38
8885,AP ARQ. LOPEZ OTERO,78922,2019-01-06 06:00,10,0,0,10,10,3.1A,772.38
8886,AP ARQ. LOPEZ OTERO,78922,2019-01-06 07:00,9,0,0,9,9,3.1A,772.38
8887,AP ARQ. LOPEZ OTERO,78922,2019-01-06 08:00,9,0,0,9,9,3.1A,772.38
8888,AP ARQ. LOPEZ OTERO,78922,2019-01-06 09:00,9,0,0,9,9,3.1A,772.38
8889,AP ARQ. LOPEZ OTERO,78922,2019-01-06 10:00,9,0,0,9,9,3.1A,772.38
8890,AP ARQ. LOPEZ OTERO,78922,2019-01-06 11:00,10,0,0,10,10,3.1A,772.38
8891,AP ARQ. LOPEZ OTERO,78922,2019-01-06 12:00,9,0,0,9,9,3.1A,772.38
8892,AP ARQ. LOPEZ OTERO,78922,2019-01-06 13:00,9,0,0,9,9,3.1A,772.38
8893,AP ARQ. LOPEZ OTERO,78922,2019-01-06 14:00,9,0,0,9,9,3.1A,772.38
8894,AP ARQ. LOPEZ OTERO,78922,2019-01-06 15:00,9,0,0,9,9,3.1A,772.38
8895,AP ARQ. LOPEZ OTERO,78922,2019-01-06 16:00,9,0,0,9,9,3.1A,772.38
8896,AP ARQ. LOPEZ OTERO,78922,2019-01-06 17:00,9,0,0,9,9,3.1A,772.38
8897,AP ARQ. LOPEZ OTERO,78922,2019-01-06 18:00,9,0,0,9,9,3.1A,772.38
8898,AP ARQ. LOPEZ OTERO,78922,2019-01-06 19:00,5,0,0,5,5,3.1A,772.38
8899,AP ARQ. LOPEZ OTERO,78922,2019-01-06 20:00,4,0,0,4,4,3.1A,772.38
8900,AP ARQ. LOPEZ OTERO,78922,2019-01-06 21:00,4,0,0,4,4,3.1A,772.38
8901,AP ARQ. LOPEZ OTERO,78922,2019-01-06 22:00,4,0,0,4,4,3.1A,772.38
8902,AP ARQ. LOPEZ OTERO,78922,2019-01-06 23:00,4,0,0,4,4,3.1A,772.38
8903,AP ARQ. LOPEZ OTERO,78922,2019-01-07 00:00,4,0,0,4,4,3.1A,772.38
8904,AP ARQ. LOPEZ OTERO,78922,2019-01-07 01:00,9,0,0,9,9,3.1A,772.38
8905,AP ARQ. LOPEZ OTERO,78922,2019-01-07 02:00,9,0,0,9,9,3.1A,772.38
8906,AP ARQ. LOPEZ OTERO,78922,2019-01-07 03:00,9,0,0,9,9,3.1A,772.38
8907,AP ARQ. LOPEZ OTERO,78922,2019-01-07 04:00,9,0,0,9,9,3.1A,772.38
8908,AP ARQ. LOPEZ OTERO,78922,2019-01-07 05:00,9,0,0,9,9,3.1A,772.38
8909,AP ARQ. LOPEZ OTERO,78922,2019-01-07 06:00,10,0,0,10,10,3.1A,772.38
8910,AP ARQ. LOPEZ OTERO,78922,2019-01-07 07:00,9,0,0,9,9,3.1A,772.38
8911,AP ARQ. LOPEZ OTERO,78922,2019-01-07 08:00,9,0,0,9,9,3.1A,772.38
8912,AP ARQ. LOPEZ OTERO,78922,2019-01-07 09:00,4,0,0,4,4,3.1A,772.38
8913,AP ARQ. LOPEZ OTERO,78922,2019-01-07 10:00,4,0,0,4,4,3.1A,772.38
8914,AP ARQ. LOPEZ OTERO,78922,2019-01-07 11:00,4,0,0,4,4,3.1A,772.38
8915,AP ARQ. LOPEZ OTERO,78922,2019-01-07 12:00,4,0,0,4,4,3.1A,772.38
8916,AP ARQ. LOPEZ OTERO,78922,2019-01-07 13:00,4,0,0,4,4,3.1A,772.38
8917,AP ARQ. LOPEZ OTERO,78922,2019-01-07 14:00,4,0,0,4,4,3.1A,772.38
8918,AP ARQ. LOPEZ OTERO,78922,2019-01-07 15:00,4,0,0,4,4,3.1A,772.38
8919,AP ARQ. LOPEZ OTERO,78922,2019-01-07 16:00,4,0,0,4,4,3.1A,772.38
8920,AP ARQ. LOPEZ OTERO,78922,2019-01-07 17:00,4,0,0,4,4,3.1A,772.38
8921,AP ARQ. LOPEZ OTERO,78922,2019-01-07 18:00,9,0,0,9,9,3.1A,772.38
8922,AP ARQ. LOPEZ OTERO,78922,2019-01-07 19:00,10,0,0,10,10,3.1A,772.38
8923,AP ARQ. LOPEZ OTERO,78922,2019-01-07 20:00,10,0,0,10,10,3.1A,772.38
8924,AP ARQ. LOPEZ OTERO,78922,2019-01-07 21:00,10,0,0,10,10,3.1A,772.38
8925,AP ARQ. LOPEZ OTERO,78922,2019-01-07 22:00,10,0,0,10,10,3.1A,772.38
8926,AP ARQ. LOPEZ OTERO,78922,2019-01-07 23:00,10,0,0,10,10,3.1A,772.38
8927,AP ARQ. LOPEZ OTERO,78922,2019-01-08 00:00,4,0,0,4,4,3.1A,772.38
8928,AP ARQ. LOPEZ OTERO,78922,2019-01-08 01:00,9,0,0,9,9,3.1A,772.38
8929,AP ARQ. LOPEZ OTERO,78922,2019-01-08 02:00,9,0,0,9,9,3.1A,772.38
8930,AP ARQ. LOPEZ OTERO,78922,2019-01-08 03:00,9,0,0,9,9,3.1A,772.38
8931,AP ARQ. LOPEZ OTERO,78922,2019-01-08 04:00,9,0,0,9,9,3.1A,772.38
8932,AP ARQ. LOPEZ OTERO,78922,2019-01-08 05:00,9,0,0,9,9,3.1A,772.38
8933,AP ARQ. LOPEZ OTERO,78922,2019-01-08 06:00,10,0,0,10,10,3.1A,772.38
8934,AP ARQ. LOPEZ OTERO,78922,2019-01-08 07:00,9,0,0,9,9,3.1A,772.38
8935,AP ARQ. LOPEZ OTERO,78922,2019-01-08 08:00,9,0,0,9,9,3.1A,772.38
8936,AP ARQ. LOPEZ OTERO,78922,2019-01-08 09:00,4,0,0,4,4,3.1A,772.38
8937,AP ARQ. LOPEZ OTERO,78922,2019-01-08 10:00,4,0,0,4,4,3.1A,772.38
8938,AP ARQ. LOPEZ OTERO,78922,2019-01-08 11:00,4,0,0,4,4,3.1A,772.38
8939,AP ARQ. LOPEZ OTERO,78922,2019-01-08 12:00,4,0,0,4,4,3.1A,772.38
8940,AP ARQ. LOPEZ OTERO,78922,2019-01-08 13:00,4,0,0,4,4,3.1A,772.38
8941,AP ARQ. LOPEZ OTERO,78922,2019-01-08 14:00,4,0,0,4,4,3.1A,772.38
8942,AP ARQ. LOPEZ OTERO,78922,2019-01-08 15:00,4,0,0,4,4,3.1A,772.38
8943,AP ARQ. LOPEZ OTERO,78922,2019-01-08 16:00,4,0,0,4,4,3.1A,772.38
8944,AP ARQ. LOPEZ OTERO,78922,2019-01-08 17:00,4,0,0,4,4,3.1A,772.38
8945,AP ARQ. LOPEZ OTERO,78922,2019-01-08 18:00,9,0,0,9,9,3.1A,772.38
8946,AP ARQ. LOPEZ OTERO,78922,2019-01-08 19:00,10,0,0,10,10,3.1A,772.38
8947,AP ARQ. LOPEZ OTERO,78922,2019-01-08 20:00,10,0,0,10,10,3.1A,772.38
8948,AP ARQ. LOPEZ OTERO,78922,2019-01-08 21:00,10,0,0,10,10,3.1A,772.38
8949,AP ARQ. LOPEZ OTERO,78922,2019-01-08 22:00,10,0,0,10,10,3.1A,772.38
8950,AP ARQ. LOPEZ OTERO,78922,2019-01-08 23:00,10,0,0,10,10,3.1A,772.38
8951,AP ARQ. LOPEZ OTERO,78922,2019-01-09 00:00,4,0,0,4,4,3.1A,772.38
8952,AP ARQ. LOPEZ OTERO,78922,2019-01-09 01:00,10,0,0,10,10,3.1A,772.38
8953,AP ARQ. LOPEZ OTERO,78922,2019-01-09 02:00,9,0,0,9,9,3.1A,772.38
8954,AP ARQ. LOPEZ OTERO,78922,2019-01-09 03:00,10,0,0,10,10,3.1A,772.38
8955,AP ARQ. LOPEZ OTERO,78922,2019-01-09 04:00,9,0,0,9,9,3.1A,772.38
8956,AP ARQ. LOPEZ OTERO,78922,2019-01-09 05:00,10,0,0,10,10,3.1A,772.38
8957,AP ARQ. LOPEZ OTERO,78922,2019-01-09 06:00,9,0,0,9,9,3.1A,772.38
8958,AP ARQ. LOPEZ OTERO,78922,2019-01-09 07:00,9,0,0,9,9,3.1A,772.38
8959,AP ARQ. LOPEZ OTERO,78922,2019-01-09 08:00,9,0,0,9,9,3.1A,772.38
8960,AP ARQ. LOPEZ OTERO,78922,2019-01-09 09:00,4,0,0,4,4,3.1A,772.38
8961,AP ARQ. LOPEZ OTERO,78922,2019-01-09 10:00,4,0,0,4,4,3.1A,772.38
8962,AP ARQ. LOPEZ OTERO,78922,2019-01-09 11:00,4,0,0,4,4,3.1A,772.38
8963,AP ARQ. LOPEZ OTERO,78922,2019-01-09 12:00,4,0,0,4,4,3.1A,772.38
8964,AP ARQ. LOPEZ OTERO,78922,2019-01-09 13:00,4,0,0,4,4,3.1A,772.38
8965,AP ARQ. LOPEZ OTERO,78922,2019-01-09 14:00,4,0,0,4,4,3.1A,772.38
8966,AP ARQ. LOPEZ OTERO,78922,2019-01-09 15:00,4,0,0,4,4,3.1A,772.38
8967,AP ARQ. LOPEZ OTERO,78922,2019-01-09 16:00,4,0,0,4,4,3.1A,772.38
8968,AP ARQ. LOPEZ OTERO,78922,2019-01-09 17:00,4,0,0,4,4,3.1A,772.38
8969,AP ARQ. LOPEZ OTERO,78922,2019-01-09 18:00,10,0,0,10,10,3.1A,772.38
8970,AP ARQ. LOPEZ OTERO,78922,2019-01-09 19:00,10,0,0,10,10,3.1A,772.38
8971,AP ARQ. LOPEZ OTERO,78922,2019-01-09 20:00,10,0,0,10,10,3.1A,772.38
8972,AP ARQ. LOPEZ OTERO,78922,2019-01-09 21:00,10,0,0,10,10,3.1A,772.38
8973,AP ARQ. LOPEZ OTERO,78922,2019-01-09 22:00,9,0,0,9,9,3.1A,772.38
8974,AP ARQ. LOPEZ OTERO,78922,2019-01-09 23:00,9,0,0,9,9,3.1A,772.38
8975,AP ARQ. LOPEZ OTERO,78922,2019-01-10 00:00,4,0,0,4,4,3.1A,772.38
8976,AP ARQ. LOPEZ OTERO,78922,2019-01-10 01:00,9,0,0,9,9,3.1A,772.38
8977,AP ARQ. LOPEZ OTERO,78922,2019-01-10 02:00,9,0,0,9,9,3.1A,772.38
8978,AP ARQ. LOPEZ OTERO,78922,2019-01-10 03:00,9,0,0,9,9,3.1A,772.38
8979,AP ARQ. LOPEZ OTERO,78922,2019-01-10 04:00,9,0,0,9,9,3.1A,772.38
8980,AP ARQ. LOPEZ OTERO,78922,2019-01-10 05:00,9,0,0,9,9,3.1A,772.38
8981,AP ARQ. LOPEZ OTERO,78922,2019-01-10 06:00,9,0,0,9,9,3.1A,772.38
8982,AP ARQ. LOPEZ OTERO,78922,2019-01-10 07:00,9,0,0,9,9,3.1A,772.38
8983,AP ARQ. LOPEZ OTERO,78922,2019-01-10 08:00,9,0,0,9,9,3.1A,772.38
8984,AP ARQ. LOPEZ OTERO,78922,2019-01-10 09:00,4,0,0,4,4,3.1A,772.38
8985,AP ARQ. LOPEZ OTERO,78922,2019-01-10 10:00,4,0,0,4,4,3.1A,772.38
8986,AP ARQ. LOPEZ OTERO,78922,2019-01-10 11:00,4,0,0,4,4,3.1A,772.38
8987,AP ARQ. LOPEZ OTERO,78922,2019-01-10 12:00,4,0,0,4,4,3.1A,772.38
8988,AP ARQ. LOPEZ OTERO,78922,2019-01-10 13:00,4,0,0,4,4,3.1A,772.38
8989,AP ARQ. LOPEZ OTERO,78922,2019-01-10 14:00,4,0,0,4,4,3.1A,772.38
8990,AP ARQ. LOPEZ OTERO,78922,2019-01-10 15:00,4,0,0,4,4,3.1A,772.38
8991,AP ARQ. LOPEZ OTERO,78922,2019-01-10 16:00,4,0,0,4,4,3.1A,772.38
8992,AP ARQ. LOPEZ OTERO,78922,2019-01-10 17:00,4,0,0,4,4,3.1A,772.38
8993,AP ARQ. LOPEZ OTERO,78922,2019-01-10 18:00,9,0,0,9,9,3.1A,772.38
8994,AP ARQ. LOPEZ OTERO,78922,2019-01-10 19:00,9,0,0,9,9,3.1A,772.38
8995,AP ARQ. LOPEZ OTERO,78922,2019-01-10 20:00,10,0,0,10,10,3.1A,772.38
8996,AP ARQ. LOPEZ OTERO,78922,2019-01-10 21:00,10,0,0,10,10,3.1A,772.38
8997,AP ARQ. LOPEZ OTERO,78922,2019-01-10 22:00,9,0,0,9,9,3.1A,772.38
8998,AP ARQ. LOPEZ OTERO,78922,2019-01-10 23:00,10,0,0,10,10,3.1A,772.38
8999,AP ARQ. LOPEZ OTERO,78922,2019-01-11 00:00,4,0,0,4,4,3.1A,772.38
9000,AP ARQ. LOPEZ OTERO,78922,2019-01-11 01:00,9,0,0,9,9,3.1A,772.38
9001,AP ARQ. LOPEZ OTERO,78922,2019-01-11 02:00,9,0,0,9,9,3.1A,772.38
9002,AP ARQ. LOPEZ OTERO,78922,2019-01-11 03:00,9,0,0,9,9,3.1A,772.38
9003,AP ARQ. LOPEZ OTERO,78922,2019-01-11 04:00,9,0,0,9,9,3.1A,772.38
9004,AP ARQ. LOPEZ OTERO,78922,2019-01-11 05:00,9,0,0,9,9,3.1A,772.38
9005,AP ARQ. LOPEZ OTERO,78922,2019-01-11 06:00,9,0,0,9,9,3.1A,772.38
9006,AP ARQ. LOPEZ OTERO,78922,2019-01-11 07:00,10,0,0,10,10,3.1A,772.38
9007,AP ARQ. LOPEZ OTERO,78922,2019-01-11 08:00,9,0,0,9,9,3.1A,772.38
9008,AP ARQ. LOPEZ OTERO,78922,2019-01-11 09:00,4,0,0,4,4,3.1A,772.38
9009,AP ARQ. LOPEZ OTERO,78922,2019-01-11 10:00,4,0,0,4,4,3.1A,772.38
9010,AP ARQ. LOPEZ OTERO,78922,2019-01-11 11:00,4,0,0,4,4,3.1A,772.38
9011,AP ARQ. LOPEZ OTERO,78922,2019-01-11 12:00,4,0,0,4,4,3.1A,772.38
9012,AP ARQ. LOPEZ OTERO,78922,2019-01-11 13:00,4,0,0,4,4,3.1A,772.38
9013,AP ARQ. LOPEZ OTERO,78922,2019-01-11 14:00,4,0,0,4,4,3.1A,772.38
9014,AP ARQ. LOPEZ OTERO,78922,2019-01-11 15:00,4,0,0,4,4,3.1A,772.38
9015,AP ARQ. LOPEZ OTERO,78922,2019-01-11 16:00,4,0,0,4,4,3.1A,772.38
