,centro,id,fecha,consumo,reactiva,co2,potenciamax,potenciaact,tarifa,coste
8838,FAC. INFORMATICA,78922,2019-01-04 07:00,10,0,0,10,10,3.1A,772.38
8839,FAC. INFORMATICA,78922,2019-01-04 08:00,9,0,0,9,9,3.1A,772.38
8840,FAC. INFORMATICA,78922,2019-01-04 09:00,5,0,0,5,5,3.1A,772.38
8841,FAC. INFORMATICA,78922,2019-01-04 10:00,5,0,0,5,5,3.1A,772.38
8842,FAC. INFORMATICA,78922,2019-01-04 11:00,5,0,0,5,5,3.1A,772.38
8843,FAC. INFORMATICA,78922,2019-01-04 12:00,5,0,0,5,5,3.1A,772.38
8844,FAC. INFORMATICA,78922,2019-01-04 13:00,5,0,0,5,5,3.1A,772.38
8845,FAC. INFORMATICA,78922,2019-01-04 14:00,5,0,0,5,5,3.1A,772.38
8846,FAC. INFORMATICA,78922,2019-01-04 15:00,5,0,0,5,5,3.1A,772.38
8847,FAC. INFORMATICA,78922,2019-01-04 16:00,5,0,0,5,5,3.1A,772.38
8848,FAC. INFORMATICA,78922,2019-01-04 17:00,5,0,0,5,5,3.1A,772.38
8849,FAC. INFORMATICA,78922,2019-01-04 18:00,9,0,0,9,9,3.1A,772.38
8850,FAC. INFORMATICA,78922,2019-01-04 19:00,10,0,0,10,10,3.1A,772.38
8851,FAC. INFORMATICA,78922,2019-01-04 20:00,10,0,0,10,10,3.1A,772.38
8852,FAC. INFORMATICA,78922,2019-01-04 21:00,10,0,0,10,10,3.1A,772.38
8853,FAC. INFORMATICA,78922,2019-01-04 22:00,10,0,0,10,10,3.1A,772.38
8854,FAC. INFORMATICA,78922,2019-01-04 23:00,9,0,0,9,9,3.1A,772.38
8855,FAC. INFORMATICA,78922,2019-01-05 00:00,5,0,0,5,5,3.1A,772.38
8856,FAC. INFORMATICA,78922,2019-01-05 01:00,9,0,0,9,9,3.1A,772.38
8857,FAC. INFORMATICA,78922,2019-01-05 02:00,9,0,0,9,9,3.1A,772.38
8858,FAC. INFORMATICA,78922,2019-01-05 03:00,9,0,0,9,9,3.1A,772.38
8859,FAC. INFORMATICA,78922,2019-01-05 04:00,9,0,0,9,9,3.1A,772.38
8860,FAC. INFORMATICA,78922,2019-01-05 05:00,9,0,0,9,9,3.1A,772.38
8861,FAC. INFORMATICA,78922,2019-01-05 06:00,9,0,0,9,9,3.1A,772.38
8862,FAC. INFORMATICA,78922,2019-01-05 07:00,10,0,0,10,10,3.1A,772.38
8863,FAC. INFORMATICA,78922,2019-01-05 08:00,9,0,0,9,9,3.1A,772.38
8864,FAC. INFORMATICA,78922,2019-01-05 09:00,9,0,0,9,9,3.1A,772.38
8865,FAC. INFORMATICA,78922,2019-01-05 10:00,9,0,0,9,9,3.1A,772.38
8866,FAC. INFORMATICA,78922,2019-01-05 11:00,9,0,0,9,9,3.1A,772.38
8867,FAC. INFORMATICA,78922,2019-01-05 12:00,9,0,0,9,9,3.1A,772.38
8868,FAC. INFORMATICA,78922,2019-01-05 13:00,9,0,0,9,9,3.1A,772.38
8869,FAC. INFORMATICA,78922,2019-01-05 14:00,10,0,0,10,10,3.1A,772.38
8870,FAC. INFORMATICA,78922,2019-01-05 15:00,9,0,0,9,9,3.1A,772.38
8871,FAC. INFORMATICA,78922,2019-01-05 16:00,10,0,0,10,10,3.1A,772.38
8872,FAC. INFORMATICA,78922,2019-01-05 17:00,10,0,0,10,10,3.1A,772.38
8873,FAC. INFORMATICA,78922,2019-01-05 18:00,9,0,0,9,9,3.1A,772.38
8874,FAC. INFORMATICA,78922,2019-01-05 19:00,5,0,0,5,5,3.1A,772.38
8875,FAC. INFORMATICA,78922,2019-01-05 20:00,5,0,0,5,5,3.1A,772.38
8876,FAC. INFORMATICA,78922,2019-01-05 21:00,5,0,0,5,5,3.1A,772.38
8877,FAC. INFORMATICA,78922,2019-01-05 22:00,5,0,0,5,5,3.1A,772.38
8878,FAC. INFORMATICA,78922,2019-01-05 23:00,5,0,0,5,5,3.1A,772.38
8879,FAC. INFORMATICA,78922,2019-01-06 00:00,5,0,0,5,5,3.1A,772.38
8880,FAC. INFORMATICA,78922,2019-01-06 01:00,10,0,0,10,10,3.1A,772.38
8881,FAC. INFORMATICA,78922,2019-01-06 02:00,10,0,0,10,10,3.1A,772.38
8882,FAC. INFORMATICA,78922,2019-01-06 03:00,10,0,0,10,10,3.1A,772.38
8883,FAC. INFORMATICA,78922,2019-01-06 04:00,9,0,0,9,9,3.1A,772.38
8884,FAC. INFORMATICA,78922,2019-01-06 05:00,10,0,0,10,10,3.1A,772.38
8885,FAC. INFORMATICA,78922,2019-01-06 06:00,10,0,0,10,10,3.1A,772.38
8886,FAC. INFORMATICA,78922,2019-01-06 07:00,9,0,0,9,9,3.1A,772.38
8887,FAC. INFORMATICA,78922,2019-01-06 08:00,9,0,0,9,9,3.1A,772.38
8888,FAC. INFORMATICA,78922,2019-01-06 09:00,9,0,0,9,9,3.1A,772.38
8889,FAC. INFORMATICA,78922,2019-01-06 10:00,9,0,0,9,9,3.1A,772.38
8890,FAC. INFORMATICA,78922,2019-01-06 11:00,10,0,0,10,10,3.1A,772.38
8891,FAC. INFORMATICA,78922,2019-01-06 12:00,9,0,0,9,9,3.1A,772.38
8892,FAC. INFORMATICA,78922,2019-01-06 13:00,9,0,0,9,9,3.1A,772.38
8893,FAC. INFORMATICA,78922,2019-01-06 14:00,9,0,0,9,9,3.1A,772.38
8894,FAC. INFORMATICA,78922,2019-01-06 15:00,9,0,0,9,9,3.1A,772.38
8895,FAC. INFORMATICA,78922,2019-01-06 16:00,9,0,0,9,9,3.1A,772.38
8896,FAC. INFORMATICA,78922,2019-01-06 17:00,9,0,0,9,9,3.1A,772.38
8897,FAC. INFORMATICA,78922,2019-01-06 18:00,9,0,0,9,9,3.1A,772.38
8898,FAC. INFORMATICA,78922,2019-01-06 19:00,5,0,0,5,5,3.1A,772.38
8899,FAC. INFORMATICA,78922,2019-01-06 20:00,4,0,0,4,4,3.1A,772.38
8900,FAC. INFORMATICA,78922,2019-01-06 21:00,4,0,0,4,4,3.1A,772.38
8901,FAC. INFORMATICA,78922,2019-01-06 22:00,4,0,0,4,4,3.1A,772.38
8902,FAC. INFORMATICA,78922,2019-01-06 23:00,4,0,0,4,4,3.1A,772.38
8903,FAC. INFORMATICA,78922,2019-01-07 00:00,4,0,0,4,4,3.1A,772.38
8904,FAC. INFORMATICA,78922,2019-01-07 01:00,9,0,0,9,9,3.1A,772.38
8905,FAC. INFORMATICA,78922,2019-01-07 02:00,9,0,0,9,9,3.1A,772.38
8906,FAC. INFORMATICA,78922,2019-01-07 03:00,9,0,0,9,9,3.1A,772.38
8907,FAC. INFORMATICA,78922,2019-01-07 04:00,9,0,0,9,9,3.1A,772.38
8908,FAC. INFORMATICA,78922,2019-01-07 05:00,9,0,0,9,9,3.1A,772.38
8909,FAC. INFORMATICA,78922,2019-01-07 06:00,10,0,0,10,10,3.1A,772.38
8910,FAC. INFORMATICA,78922,2019-01-07 07:00,9,0,0,9,9,3.1A,772.38
8911,FAC. INFORMATICA,78922,2019-01-07 08:00,9,0,0,9,9,3.1A,772.38
8912,FAC. INFORMATICA,78922,2019-01-07 09:00,4,0,0,4,4,3.1A,772.38
8913,FAC. INFORMATICA,78922,2019-01-07 10:00,4,0,0,4,4,3.1A,772.38
8914,FAC. INFORMATICA,78922,2019-01-07 11:00,4,0,0,4,4,3.1A,772.38
8915,FAC. INFORMATICA,78922,2019-01-07 12:00,4,0,0,4,4,3.1A,772.38
8916,FAC. INFORMATICA,78922,2019-01-07 13:00,4,0,0,4,4,3.1A,772.38
8917,FAC. INFORMATICA,78922,2019-01-07 14:00,4,0,0,4,4,3.1A,772.38
8918,FAC. INFORMATICA,78922,2019-01-07 15:00,4,0,0,4,4,3.1A,772.38
8919,FAC. INFORMATICA,78922,2019-01-07 16:00,4,0,0,4,4,3.1A,772.38
8920,FAC. INFORMATICA,78922,2019-01-07 17:00,4,0,0,4,4,3.1A,772.38
8921,FAC. INFORMATICA,78922,2019-01-07 18:00,9,0,0,9,9,3.1A,772.38
8922,FAC. INFORMATICA,78922,2019-01-07 19:00,10,0,0,10,10,3.1A,772.38
8923,FAC. INFORMATICA,78922,2019-01-07 20:00,10,0,0,10,10,3.1A,772.38
8924,FAC. INFORMATICA,78922,2019-01-07 21:00,10,0,0,10,10,3.1A,772.38
8925,FAC. INFORMATICA,78922,2019-01-07 22:00,10,0,0,10,10,3.1A,772.38
8926,FAC. INFORMATICA,78922,2019-01-07 23:00,10,0,0,10,10,3.1A,772.38
8927,FAC. INFORMATICA,78922,2019-01-08 00:00,4,0,0,4,4,3.1A,772.38
8928,FAC. INFORMATICA,78922,2019-01-08 01:00,9,0,0,9,9,3.1A,772.38
8929,FAC. INFORMATICA,78922,2019-01-08 02:00,9,0,0,9,9,3.1A,772.38
8930,FAC. INFORMATICA,78922,2019-01-08 03:00,9,0,0,9,9,3.1A,772.38
8931,FAC. INFORMATICA,78922,2019-01-08 04:00,9,0,0,9,9,3.1A,772.38
8932,FAC. INFORMATICA,78922,2019-01-08 05:00,9,0,0,9,9,3.1A,772.38
8933,FAC. INFORMATICA,78922,2019-01-08 06:00,10,0,0,10,10,3.1A,772.38
8934,FAC. INFORMATICA,78922,2019-01-08 07:00,9,0,0,9,9,3.1A,772.38
8935,FAC. INFORMATICA,78922,2019-01-08 08:00,9,0,0,9,9,3.1A,772.38
8936,FAC. INFORMATICA,78922,2019-01-08 09:00,4,0,0,4,4,3.1A,772.38
8937,FAC. INFORMATICA,78922,2019-01-08 10:00,4,0,0,4,4,3.1A,772.38
8938,FAC. INFORMATICA,78922,2019-01-08 11:00,4,0,0,4,4,3.1A,772.38
8939,FAC. INFORMATICA,78922,2019-01-08 12:00,4,0,0,4,4,3.1A,772.38
8940,FAC. INFORMATICA,78922,2019-01-08 13:00,4,0,0,4,4,3.1A,772.38
8941,FAC. INFORMATICA,78922,2019-01-08 14:00,4,0,0,4,4,3.1A,772.38
8942,FAC. INFORMATICA,78922,2019-01-08 15:00,4,0,0,4,4,3.1A,772.38
8943,FAC. INFORMATICA,78922,2019-01-08 16:00,4,0,0,4,4,3.1A,772.38
8944,FAC. INFORMATICA,78922,2019-01-08 17:00,4,0,0,4,4,3.1A,772.38
8945,FAC. INFORMATICA,78922,2019-01-08 18:00,9,0,0,9,9,3.1A,772.38
8946,FAC. INFORMATICA,78922,2019-01-08 19:00,10,0,0,10,10,3.1A,772.38
8947,FAC. INFORMATICA,78922,2019-01-08 20:00,10,0,0,10,10,3.1A,772.38
8948,FAC. INFORMATICA,78922,2019-01-08 21:00,10,0,0,10,10,3.1A,772.38
8949,FAC. INFORMATICA,78922,2019-01-08 22:00,10,0,0,10,10,3.1A,772.38
8950,FAC. INFORMATICA,78922,2019-01-08 23:00,10,0,0,10,10,3.1A,772.38
8951,FAC. INFORMATICA,78922,2019-01-09 00:00,4,0,0,4,4,3.1A,772.38
8952,FAC. INFORMATICA,78922,2019-01-09 01:00,10,0,0,10,10,3.1A,772.38
8953,FAC. INFORMATICA,78922,2019-01-09 02:00,9,0,0,9,9,3.1A,772.38
8954,FAC. INFORMATICA,78922,2019-01-09 03:00,10,0,0,10,10,3.1A,772.38
8955,FAC. INFORMATICA,78922,2019-01-09 04:00,9,0,0,9,9,3.1A,772.38
8956,FAC. INFORMATICA,78922,2019-01-09 05:00,10,0,0,10,10,3.1A,772.38
8957,FAC. INFORMATICA,78922,2019-01-09 06:00,9,0,0,9,9,3.1A,772.38
8958,FAC. INFORMATICA,78922,2019-01-09 07:00,9,0,0,9,9,3.1A,772.38
8959,FAC. INFORMATICA,78922,2019-01-09 08:00,9,0,0,9,9,3.1A,772.38
8960,FAC. INFORMATICA,78922,2019-01-09 09:00,4,0,0,4,4,3.1A,772.38
8961,FAC. INFORMATICA,78922,2019-01-09 10:00,4,0,0,4,4,3.1A,772.38
8962,FAC. INFORMATICA,78922,2019-01-09 11:00,4,0,0,4,4,3.1A,772.38
8963,FAC. INFORMATICA,78922,2019-01-09 12:00,4,0,0,4,4,3.1A,772.38
8964,FAC. INFORMATICA,78922,2019-01-09 13:00,4,0,0,4,4,3.1A,772.38
8965,FAC. INFORMATICA,78922,2019-01-09 14:00,4,0,0,4,4,3.1A,772.38
8966,FAC. INFORMATICA,78922,2019-01-09 15:00,4,0,0,4,4,3.1A,772.38
8967,FAC. INFORMATICA,78922,2019-01-09 16:00,4,0,0,4,4,3.1A,772.38
8968,FAC. INFORMATICA,78922,2019-01-09 17:00,4,0,0,4,4,3.1A,772.38
8969,FAC. INFORMATICA,78922,2019-01-09 18:00,10,0,0,10,10,3.1A,772.38
8970,FAC. INFORMATICA,78922,2019-01-09 19:00,10,0,0,10,10,3.1A,772.38
8971,FAC. INFORMATICA,78922,2019-01-09 20:00,10,0,0,10,10,3.1A,772.38
8972,FAC. INFORMATICA,78922,2019-01-09 21:00,10,0,0,10,10,3.1A,772.38
8973,FAC. INFORMATICA,78922,2019-01-09 22:00,9,0,0,9,9,3.1A,772.38
8974,FAC. INFORMATICA,78922,2019-01-09 23:00,9,0,0,9,9,3.1A,772.38
8975,FAC. INFORMATICA,78922,2019-01-10 00:00,4,0,0,4,4,3.1A,772.38
8976,FAC. INFORMATICA,78922,2019-01-10 01:00,9,0,0,9,9,3.1A,772.38
8977,FAC. INFORMATICA,78922,2019-01-10 02:00,9,0,0,9,9,3.1A,772.38
8978,FAC. INFORMATICA,78922,2019-01-10 03:00,9,0,0,9,9,3.1A,772.38
8979,FAC. INFORMATICA,78922,2019-01-10 04:00,9,0,0,9,9,3.1A,772.38
8980,FAC. INFORMATICA,78922,2019-01-10 05:00,9,0,0,9,9,3.1A,772.38
8981,FAC. INFORMATICA,78922,2019-01-10 06:00,9,0,0,9,9,3.1A,772.38
8982,FAC. INFORMATICA,78922,2019-01-10 07:00,9,0,0,9,9,3.1A,772.38
8983,FAC. INFORMATICA,78922,2019-01-10 08:00,9,0,0,9,9,3.1A,772.38
8984,FAC. INFORMATICA,78922,2019-01-10 09:00,4,0,0,4,4,3.1A,772.38
8985,FAC. INFORMATICA,78922,2019-01-10 10:00,4,0,0,4,4,3.1A,772.38
8986,FAC. INFORMATICA,78922,2019-01-10 11:00,4,0,0,4,4,3.1A,772.38
8987,FAC. INFORMATICA,78922,2019-01-10 12:00,4,0,0,4,4,3.1A,772.38
8988,FAC. INFORMATICA,78922,2019-01-10 13:00,4,0,0,4,4,3.1A,772.38
8989,FAC. INFORMATICA,78922,2019-01-10 14:00,4,0,0,4,4,3.1A,772.38
8990,FAC. INFORMATICA,78922,2019-01-10 15:00,4,0,0,4,4,3.1A,772.38
8991,FAC. INFORMATICA,78922,2019-01-10 16:00,4,0,0,4,4,3.1A,772.38
8992,FAC. INFORMATICA,78922,2019-01-10 17:00,4,0,0,4,4,3.1A,772.38
8993,FAC. INFORMATICA,78922,2019-01-10 18:00,9,0,0,9,9,3.1A,772.38
8994,FAC. INFORMATICA,78922,2019-01-10 19:00,9,0,0,9,9,3.1A,772.38
8995,FAC. INFORMATICA,78922,2019-01-10 20:00,10,0,0,10,10,3.1A,772.38
8996,FAC. INFORMATICA,78922,2019-01-10 21:00,10,0,0,10,10,3.1A,772.38
8997,FAC. INFORMATICA,78922,2019-01-10 22:00,9,0,0,9,9,3.1A,772.38
8998,FAC. INFORMATICA,78922,2019-01-10 23:00,10,0,0,10,10,3.1A,772.38
8999,FAC. INFORMATICA,78922,2019-01-11 00:00,4,0,0,4,4,3.1A,772.38
9000,FAC. INFORMATICA,78922,2019-01-11 01:00,9,0,0,9,9,3.1A,772.38
9001,FAC. INFORMATICA,78922,2019-01-11 02:00,9,0,0,9,9,3.1A,772.38
9002,FAC. INFORMATICA,78922,2019-01-11 03:00,9,0,0,9,9,3.1A,772.38
9003,FAC. INFORMATICA,78922,2019-01-11 04:00,9,0,0,9,9,3.1A,772.38
9004,FAC. INFORMATICA,78922,2019-01-11 05:00,9,0,0,9,9,3.1A,772.38
9005,FAC. INFORMATICA,78922,2019-01-11 06:00,9,0,0,9,9,3.1A,772.38
9006,FAC. INFORMATICA,78922,2019-01-11 07:00,10,0,0,10,10,3.1A,772.38
9007,FAC. INFORMATICA,78922,2019-01-11 08:00,9,0,0,9,9,3.1A,772.38
9008,FAC. INFORMATICA,78922,2019-01-11 09:00,4,0,0,4,4,3.1A,772.38
9009,FAC. INFORMATICA,78922,2019-01-11 10:00,4,0,0,4,4,3.1A,772.38
9010,FAC. INFORMATICA,78922,2019-01-11 11:00,4,0,0,4,4,3.1A,772.38
9011,FAC. INFORMATICA,78922,2019-01-11 12:00,4,0,0,4,4,3.1A,772.38
9012,FAC. INFORMATICA,78922,2019-01-11 13:00,4,0,0,4,4,3.1A,772.38
9013,FAC. INFORMATICA,78922,2019-01-11 14:00,4,0,0,4,4,3.1A,772.38
9014,FAC. INFORMATICA,78922,2019-01-11 15:00,4,0,0,4,4,3.1A,772.38
9015,FAC. INFORMATICA,78922,2019-01-11 16:00,4,0,0,4,4,3.1A,772.38
9016,FAC. INFORMATICA,78922,2019-01-11 17:00,4,0,0,4,4,3.1A,772.38
9017,FAC. INFORMATICA,78922,2019-01-11 18:00,9,0,0,9,9,3.1A,772.38
9018,FAC. INFORMATICA,78922,2019-01-11 19:00,10,0,0,10,10,3.1A,772.38
9019,FAC. INFORMATICA,78922,2019-01-11 20:00,10,0,0,10,10,3.1A,772.38
9020,FAC. INFORMATICA,78922,2019-01-11 21:00,10,0,0,10,10,3.1A,772.38
9021,FAC. INFORMATICA,78922,2019-01-11 22:00,10,0,0,10,10,3.1A,772.38
9022,FAC. INFORMATICA,78922,2019-01-11 23:00,9,0,0,9,9,3.1A,772.38
9023,FAC. INFORMATICA,78922,2019-01-12 00:00,4,0,0,4,4,3.1A,772.38
9024,FAC. INFORMATICA,78922,2019-01-12 01:00,9,0,0,9,9,3.1A,772.38
9025,FAC. INFORMATICA,78922,2019-01-12 02:00,9,0,0,9,9,3.1A,772.38
9026,FAC. INFORMATICA,78922,2019-01-12 03:00,9,0,0,9,9,3.1A,772.38
9027,FAC. INFORMATICA,78922,2019-01-12 04:00,9,0,0,9,9,3.1A,772.38
9028,FAC. INFORMATICA,78922,2019-01-12 05:00,9,0,0,9,9,3.1A,772.38
9029,FAC. INFORMATICA,78922,2019-01-12 06:00,9,0,0,9,9,3.1A,772.38
9030,FAC. INFORMATICA,78922,2019-01-12 07:00,10,0,0,10,10,3.1A,772.38
9031,FAC. INFORMATICA,78922,2019-01-12 08:00,9,0,0,9,9,3.1A,772.38
9032,FAC. INFORMATICA,78922,2019-01-12 09:00,9,0,0,9,9,3.1A,772.38
9033,FAC. INFORMATICA,78922,2019-01-12 10:00,9,0,0,9,9,3.1A,772.38
9034,FAC. INFORMATICA,78922,2019-01-12 11:00,9,0,0,9,9,3.1A,772.38
9035,FAC. INFORMATICA,78922,2019-01-12 12:00,9,0,0,9,9,3.1A,772.38
9036,FAC. INFORMATICA,78922,2019-01-12 13:00,9,0,0,9,9,3.1A,772.38
9037,FAC. INFORMATICA,78922,2019-01-12 14:00,10,0,0,10,10,3.1A,772.38
9038,FAC. INFORMATICA,78922,2019-01-12 15:00,9,0,0,9,9,3.1A,772.38
9039,FAC. INFORMATICA,78922,2019-01-12 16:00,10,0,0,10,10,3.1A,772.38
9040,FAC. INFORMATICA,78922,2019-01-12 17:00,10,0,0,10,10,3.1A,772.38
9041,FAC. INFORMATICA,78922,2019-01-12 18:00,9,0,0,9,9,3.1A,772.38
9042,FAC. INFORMATICA,78922,2019-01-12 19:00,4,0,0,4,4,3.1A,772.38
9043,FAC. INFORMATICA,78922,2019-01-12 20:00,4,0,0,4,4,3.1A,772.38
9044,FAC. INFORMATICA,78922,2019-01-12 21:00,4,0,0,4,4,3.1A,772.38
9045,FAC. INFORMATICA,78922,2019-01-12 22:00,4,0,0,4,4,3.1A,772.38
9046,FAC. INFORMATICA,78922,2019-01-12 23:00,4,0,0,4,4,3.1A,772.38
9047,FAC. INFORMATICA,78922,2019-01-13 00:00,4,0,0,4,4,3.1A,772.38
